Bulan,Grid,Latitude,Longitude,Klorofil,SST,Hasil Tangkapan
2022-07,B1,-6.81249,109.97916,0.75136,30.085,3033.10101323751
2022-07,B2,-6.77083,109.97916,0.61165,29.89,3004.52714307309
2022-07,B3,-6.72916,109.97916,0.62891,29.73,2989.80156097082
2022-07,B4,-6.68749,109.97916,0.61761,29.68,2984.09617471139
2022-07,C1,-6.81249,110.02083,0.87193,30.05,3037.60119449683
2022-07,C2,-6.77083,110.02083,0.7028,29.995,3020.9656632748
2022-07,C3,-6.72916,110.02083,0.66304,29.885,3007.42875840248
2022-07,C4,-6.68749,110.02083,0.63841,29.77,2994.39628107546
2022-08,A1,-6.81249,109.93749,0.42574,30.265,4494.70949664762
2022-08,A2,-6.77083,109.93749,0.35316,30.22,4480.96933103973
2022-08,A3,-6.72916,109.93749,0.32517,30.33,4494.40836651901
2022-08,A4,-6.68749,109.93749,0.3054,30.17,4468.92804941476
2022-08,B1,-6.81249,109.97916,0.4415,30.295,4500.66932290645
2022-08,B2,-6.77083,109.97916,0.37397,30.23,4484.48186195363
2022-08,B3,-6.72916,109.97916,0.35111,30.295,4491.80314951055
2022-08,B4,-6.68749,109.97916,0.32778,30.17,4471.12325862596
2022-08,C1,-6.81249,110.02083,0.46874,30.115,4476.8574825083
2022-08,C2,-6.77083,110.02083,0.39759,30.17,4477.97078119226
2022-08,C3,-6.72916,110.02083,0.40375,30.205,4483.72462267255
2022-08,C4,-6.68749,110.02083,0.36822,30.165,4474.3542770092
2022-09,A1,-6.81249,109.93749,0.36852,30.45,2838.4996523174
2022-09,A2,-6.77083,109.93749,0.32267,30.535,2843.53322700091
2022-09,A3,-6.72916,109.93749,0.26863,30.63,2848.98662585582
2022-09,A4,-6.68749,109.93749,0.21894,30.515,2835.28901460133
2022-09,B1,-6.81249,109.97916,0.37655,30.145,2810.79064052319
2022-09,B2,-6.77083,109.97916,0.30765,30.565,2845.3814397261
2022-09,B3,-6.72916,109.97916,0.2612,30.545,2840.66843562868
2022-09,B4,-6.68749,109.97916,0.23136,30.35,2820.79675818247
2022-09,C1,-6.81249,110.02083,0.38538,30.575,2851.09807635074
2022-09,C2,-6.77083,110.02083,0.29112,30.56,2843.90003372923
2022-09,C3,-6.72916,110.02083,0.26719,30.45,2832.25284126192
2022-09,C4,-6.68749,110.02083,0.26286,30.275,2815.80325482222
2022-10,A1,-6.81249,109.93749,0.026,30.255,6374.94551631047
2022-10,A2,-6.77083,109.93749,0.026,30.255,6374.94551631047
2022-10,A3,-6.72916,109.93749,0.026,30.07,6335.98700896545
2022-10,A4,-6.68749,109.93749,0.026,29.88,6295.97556898949
2022-10,B1,-6.81249,109.97916,0.026,30.555,6438.12147416725
2022-10,B2,-6.77083,109.97916,0.026,30.555,6438.12147416725
2022-10,B3,-6.72916,109.97916,0.026,30.045,6330.72234581072
2022-10,B4,-6.68749,109.97916,0.026,29.8,6279.12864689435
2022-10,C1,-6.81249,110.02083,0.026,30.6,6447.59786784577
2022-10,C2,-6.77083,110.02083,0.026,30.6,6447.59786784577
2022-10,C3,-6.72916,110.02083,0.026,30.22,6367.57498789384
2022-10,C4,-6.68749,110.02083,0.026,29.72,6262.2817247992
2022-11,A1,-6.81249,109.93749,0.026,30.595,6779.63818835496
2022-11,A2,-6.77083,109.93749,0.026,30.515,6761.920785073
2022-11,A3,-6.72916,109.93749,0.24542,29.975,6674.72458482085
2022-11,A4,-6.68749,109.93749,0.2095,29.975,6669.42117543845
2022-11,B1,-6.81249,109.97916,0.026,30.745,6812.85831950863
2022-11,B2,-6.77083,109.97916,0.026,30.675,6797.35559163692
2022-11,B3,-6.72916,109.97916,0.23672,29.985,6675.65474849315
2022-11,B4,-6.68749,109.97916,0.20888,30.27,6734.66256012371
2022-11,C1,-6.81249,110.02083,0.026,30.86,6838.32708672645
2022-11,C2,-6.77083,110.02083,0.026,30.845,6835.00507361108
2022-11,C3,-6.72916,110.02083,0.026,30.335,6722.0566276886
2022-11,C4,-6.68749,110.02083,0.18887,29.975,6666.37525852422
2022-12,A1,-6.81249,109.93749,0.78389,30.475,4599.72216044596
2022-12,A2,-6.77083,109.93749,0.59948,30.53,4589.64056732936
2022-12,A3,-6.72916,109.93749,0.37265,30.585,4575.3625147877
2022-12,A4,-6.68749,109.93749,0.34054,30.695,4588.50884889884
2022-12,B1,-6.81249,109.97916,1.00731,31.025,4703.43861472241
2022-12,B2,-6.77083,109.97916,0.7321,30.555,4606.46993266148
2022-12,B3,-6.72916,109.97916,0.42011,30.585,4580.05756345137
2022-12,B4,-6.68749,109.97916,0.29642,30.715,4587.11200761922
2022-12,C1,-6.81249,110.02083,1.0233,30.96,4695.37512090498
2022-12,C2,-6.77083,110.02083,0.80677,30.765,4645.01859706878
2022-12,C3,-6.72916,110.02083,0.42102,30.58,4579.40563823659
2022-12,C4,-6.68749,110.02083,0.28666,30.72,4586.88843387333
2023-01,A1,-6.81249,109.93749,2.50673,29.67,2875.82146757081
2023-01,A2,-6.77083,109.93749,1.43136,29.6,2803.6153737794
2023-01,A3,-6.72916,109.93749,1.05891,29.87,2805.60653617162
2023-01,A4,-6.68749,109.93749,0.71605,29.92,2789.22089075284
2023-01,B1,-6.81249,109.97916,2.53942,29.77,2886.99705766099
2023-01,B2,-6.77083,109.97916,1.34389,29.895,2825.33341937422
2023-01,B3,-6.72916,109.97916,0.92203,29.98,2807.32670472675
2023-01,B4,-6.68749,109.97916,0.72804,29.85,2783.53124362224
2023-01,C1,-6.81249,110.02083,2.41259,29.83,2884.74407729523
2023-01,C2,-6.77083,110.02083,1.66981,30.23,2876.00987863588
2023-01,C3,-6.72916,110.02083,0.90704,30.11,2818.33835272135
2023-01,C4,-6.68749,110.02083,0.72778,30.1,2806.45499768868
2023-02,A1,-6.81249,109.93749,1.61412,29.22,740.084759880852
2023-02,A2,-6.77083,109.93749,1.57318,29.03,734.776631422526
2023-02,A3,-6.72916,109.93749,0.88308,29,722.805086875323
2023-02,A4,-6.68749,109.93749,0.70414,28.72,713.050989621751
2023-02,B1,-6.81249,109.97916,1.57379,29.165,738.08439963499
2023-02,B2,-6.77083,109.97916,1.13142,28.985,726.483026775392
2023-02,B3,-6.72916,109.97916,1.01205,28.675,716.966210713565
2023-02,B4,-6.68749,109.97916,0.70177,28.635,710.935978752012
2023-02,C1,-6.81249,110.02083,1.49658,29.165,736.826988460334
2023-02,C2,-6.77083,110.02083,1.06132,28.955,724.608554217395
2023-02,C3,-6.72916,110.02083,1.29784,28.68,721.742614332459
2023-02,C4,-6.68749,110.02083,0.78687,28.525,709.634759313403
2023-03,A1,-6.81249,109.93749,0.87969,29.78,5100.64953218772
2023-03,A2,-6.77083,109.93749,0.77982,29.72,5079.38790940441
2023-03,A3,-6.72916,109.93749,0.61305,29.26,4983.44689422533
2023-03,A4,-6.68749,109.93749,0.52594,29.825,5068.59528706358
2023-03,B1,-6.81249,109.97916,0.79159,29.3,5010.15857852896
2023-03,B2,-6.77083,109.97916,0.69365,29.425,5020.1874979816
2023-03,B3,-6.72916,109.97916,0.57362,29.365,4996.66836050239
2023-03,B4,-6.68749,109.97916,0.50633,29.98,5092.43468704429
2023-03,C1,-6.81249,110.02083,1.22695,29.395,5074.86728101782
2023-03,C2,-6.77083,110.02083,0.67369,29.385,5011.23358552701
2023-03,C3,-6.72916,110.02083,0.52981,29.56,5024.51664074666
2023-03,C4,-6.68749,110.02083,0.46898,29.93,5079.85374577023
2023-04,A1,-6.81249,109.93749,0.60721,30.29,3645.43611085897
2023-04,A2,-6.77083,109.93749,0.50253,30.14,3619.33338084171
2023-04,A3,-6.72916,109.93749,0.41213,30.055,3602.08093947201
2023-04,A4,-6.68749,109.93749,0.27738,30.065,3592.59961843474
2023-04,B1,-6.81249,109.97916,0.76437,30.21,3648.37828947897
2023-04,B2,-6.77083,109.97916,0.52333,30.055,3610.88530606361
2023-04,B3,-6.72916,109.97916,0.42157,30.06,3603.42218020998
2023-04,B4,-6.68749,109.97916,0.26809,30.095,3595.42699191483
2023-04,C1,-6.81249,110.02083,0.82731,30.305,3664.64419840503
2023-04,C2,-6.77083,110.02083,0.57852,30.08,3618.22412566231
2023-04,C3,-6.72916,110.02083,0.45784,30.08,3608.66917098359
2023-04,C4,-6.68749,110.02083,0.3088,30.055,3593.89968767426
2023-05,A1,-6.81249,109.93749,1.10083,30.44,6458.88788277635
2023-05,A2,-6.77083,109.93749,0.6945,30.32,6377.90044666138
2023-05,A3,-6.72916,109.93749,0.60832,30.31,6363.92485478289
2023-05,A4,-6.68749,109.93749,0.6194,30.39,6382.03041500657
2023-05,B1,-6.81249,109.97916,1.16798,30.28,6435.01279821225
2023-05,B2,-6.77083,109.97916,0.68947,30.23,6358.55865845477
2023-05,B3,-6.72916,109.97916,0.58603,30.285,6355.66629935282
2023-05,B4,-6.68749,109.97916,0.62821,30.32,6368.74407202583
2023-05,C1,-6.81249,110.02083,1.24473,30.225,6434.21857353048
2023-05,C2,-6.77083,110.02083,0.75019,30.295,6380.4129591764
2023-05,C3,-6.72916,110.02083,0.60916,30.385,6379.58005920578
2023-05,C4,-6.68749,110.02083,0.60182,30.315,6364.0629808145
2023-06,A1,-6.81249,109.93749,0.91271,30.24,6213.14193656338
2023-06,A2,-6.77083,109.93749,0.79244,30.255,6200.01413645966
2023-06,A3,-6.72916,109.93749,0.75667,30.255,6195.2112172645
2023-06,A4,-6.68749,109.93749,0.75192,30.28,6199.60863419604
2023-06,B1,-6.81249,109.97916,1.06381,30.235,6232.42343492582
2023-06,B2,-6.77083,109.97916,0.83846,30.265,6208.20743054096
2023-06,B3,-6.72916,109.97916,0.77,30.24,6193.97994052367
2023-06,B4,-6.68749,109.97916,0.77202,30.26,6198.27933869613
2023-06,C1,-6.81249,110.02083,1.31919,30.21,6261.67867770582
2023-06,C2,-6.77083,110.02083,0.93213,30.225,6212.72837796341
2023-06,C3,-6.72916,110.02083,0.80586,30.23,6196.78086013258
2023-06,C4,-6.68749,110.02083,0.79209,30.24,6196.94601502803
2023-07,A1,-6.81249,109.93749,0.76991,30.49,1870.55677236778
2023-07,A2,-6.77083,109.93749,0.58797,30.4,1857.80856441653
2023-07,A3,-6.72916,109.93749,0.62914,30.41,1860.06787797942
2023-07,A4,-6.68749,109.93749,0.65406,30.31,1855.03681263411
2023-07,B1,-6.81249,109.97916,0.96672,30.375,1871.53458815404
2023-07,B2,-6.77083,109.97916,0.71196,30.37,1860.9857618232
2023-07,B3,-6.72916,109.97916,0.69018,30.415,1862.82474733317
2023-07,B4,-6.68749,109.97916,0.67004,30.29,1854.47288925594
2023-07,C1,-6.81249,110.02083,1.15998,30.275,1873.27462562476
2023-07,C2,-6.77083,110.02083,0.85618,30.31,1863.16664096473
2023-07,C3,-6.72916,110.02083,0.76492,30.415,1865.83099792406
2023-07,C4,-6.68749,110.02083,0.7213,30.305,1857.43972152225
2023-08,A1,-6.81249,109.93749,0.56768,29.43,1003.18572974765
2023-08,A2,-6.77083,109.93749,0.46679,29.395,999.744230399233
2023-08,A3,-6.72916,109.93749,0.43848,29.435,1000.45523577345
2023-08,A4,-6.68749,109.93749,0.45396,29.35,997.941924886107
2023-08,B1,-6.81249,109.97916,0.57531,29.44,1003.69346252198
2023-08,B2,-6.77083,109.97916,0.46964,29.42,1000.64953386562
2023-08,B3,-6.72916,109.97916,0.43894,29.415,999.792468378234
2023-08,B4,-6.68749,109.97916,0.43175,29.325,996.602255246013
2023-08,C1,-6.81249,110.02083,0.51725,29.465,1003.23217282511
2023-08,C2,-6.77083,110.02083,0.49952,29.42,1001.3199295924
2023-08,C3,-6.72916,110.02083,0.45686,29.38,999.01662218573
2023-08,C4,-6.68749,110.02083,0.42081,29.355,997.36643457848
2023-09,A1,-6.81249,109.93749,0.37685,29.375,1355.97397045197
2023-09,A2,-6.77083,109.93749,0.2829,29.33,1351.04766082932
2023-09,A3,-6.72916,109.93749,0.23322,29.3,1348.15869833274
2023-09,A4,-6.68749,109.93749,0.20691,29.29,1346.89820994307
2023-09,B1,-6.81249,109.97916,0.34644,29.375,1355.04607280177
2023-09,B2,-6.77083,109.97916,0.2951,29.325,1351.19107151515
2023-09,B3,-6.72916,109.97916,0.23844,29.285,1347.63143521549
2023-09,B4,-6.68749,109.97916,0.21466,29.245,1345.07506345838
2023-09,C1,-6.81249,110.02083,0.34993,29.345,1353.77948182973
2023-09,C2,-6.77083,110.02083,0.31719,29.32,1351.63625489944
2023-09,C3,-6.72916,110.02083,0.25151,29.285,1348.03023897374
2023-09,C4,-6.68749,110.02083,0.22963,29.245,1345.53184174919
2023-10,A1,-6.81249,109.93749,0.39031,30.33,3276.63212802521
2023-10,A2,-6.77083,109.93749,0.30171,30.3,3267.09186225597
2023-10,A3,-6.72916,109.93749,0.25082,30.3,3263.45784934431
2023-10,A4,-6.68749,109.93749,0.23816,30.17,3248.62902008053
2023-10,B1,-6.81249,109.97916,0.31702,30.26,3263.90058622881
2023-10,B2,-6.77083,109.97916,0.25748,30.185,3251.61535177566
2023-10,B3,-6.72916,109.97916,0.23003,30.23,3254.47528923119
2023-10,B4,-6.68749,109.97916,0.22083,30.12,3242.03581096021
2023-10,C1,-6.81249,110.02083,0.29107,30.255,3261.51194932776
2023-10,C2,-6.77083,110.02083,0.26703,30.195,3253.36844701994
2023-10,C3,-6.72916,110.02083,0.22392,30.185,3249.21885986536
2023-10,C4,-6.68749,110.02083,0.21072,30.155,3245.06284588505
2023-11,A1,-6.81249,109.93749,0.41219,30.96,9709.04893073166
2023-11,A2,-6.77083,109.93749,0.026,30.985,9636.79087253509
2023-11,A3,-6.72916,109.93749,0.24802,30.9,9656.37798905905
2023-11,A4,-6.68749,109.93749,0.24578,31.07,9708.75674035609
2023-11,B1,-6.81249,109.97916,0.42262,30.815,9666.13839096635
2023-11,B2,-6.77083,109.97916,0.026,30.865,9599.48997352627
2023-11,B3,-6.72916,109.97916,0.26168,31.03,9699.61802009893
2023-11,B4,-6.68749,109.97916,0.2513,31.18,9744.09312535044
2023-11,C1,-6.81249,110.02083,0.2258,31.01,9685.96589106171
2023-11,C2,-6.77083,110.02083,0.2258,30.92,9657.99021680509
2023-11,C3,-6.72916,110.02083,0.24662,31.075,9710.4850153435
2023-11,C4,-6.68749,110.02083,0.24529,31.355,9797.24483416583
2023-12,A1,-6.81249,109.93749,0.41989,31.75,89.6081053690401
2023-12,A2,-6.77083,109.93749,0.35001,31.69,89.3099145752553
2023-12,A3,-6.72916,109.93749,0.33125,31.83,89.6665946315688
2023-12,A4,-6.68749,109.93749,0.29747,31.805,89.5336509251578
2023-12,B1,-6.81249,109.97916,0.417,31.62,89.2390224557171
2023-12,B2,-6.77083,109.97916,0.37815,31.61,89.1385872903099
2023-12,B3,-6.72916,109.97916,0.34932,31.79,89.5883913542145
2023-12,B4,-6.68749,109.97916,0.30068,31.785,89.483685129777
2023-12,C1,-6.81249,110.02083,0.43487,31615,88448.1022797655
2023-12,C2,-6.77083,110.02083,0.38611,31.62,89.1814097860899
2023-12,C3,-6.72916,110.02083,0.36083,31.775,89.5678940010515
2023-12,C4,-6.68749,110.02083,0.29257,31.825,89.5804647162762
2024-01,A1,-6.81249,109.93749,0.026,31.28,5420.46973625473
2024-01,A2,-6.77083,109.93749,0.026,31.28,5420.46973625473
2024-01,A3,-6.72916,109.93749,0.026,31.055,5381.50137822665
2024-01,A4,-6.68749,109.93749,0.23183,31.055,5405.26688084271
2024-01,B1,-6.81249,109.97916,0.026,31.69,5491.478744217
2024-01,B2,-6.77083,109.97916,0.026,31.785,5507.93205093996
2024-01,B3,-6.72916,109.97916,0.026,31.785,5507.93205093996
2024-01,B4,-6.68749,109.97916,0.026,31.785,5507.93205093996
2024-01,C1,-6.81249,110.02083,0.026,31.58,5472.42754695883
2024-01,C2,-6.77083,110.02083,0.026,31.53,5463.76791184148
2024-01,C3,-6.72916,110.02083,0.026,31.935,5533.91095629201
2024-01,C4,-6.68749,110.02083,0.026,31.935,5533.91095629201
2024-02,A1,-6.81249,109.93749,0.73028,30.08,7598.481265011
2024-02,A2,-6.77083,109.93749,0.81943,29.79,7541.16569909725
2024-02,A3,-6.72916,109.93749,1.09652,30.43,7746.18091793849
2024-02,A4,-6.68749,109.93749,0.43137,29.935,7512.89985285683
2024-02,B1,-6.81249,109.97916,0.70007,29.485,7445.56628503622
2024-02,B2,-6.77083,109.97916,0.65368,29.845,7527.36919523049
2024-02,B3,-6.72916,109.97916,0.86294,30,7600.57932794137
2024-02,B4,-6.68749,109.97916,0.42875,30,7528.62372417068
2024-02,C1,-6.81249,110.02083,0.50066,29.595,7439.86373010462
2024-02,C2,-6.77083,110.02083,0.50066,29.96,7530.59749427342
2024-02,C3,-6.72916,110.02083,0.62725,29.905,7537.90425530028
2024-02,C4,-6.68749,110.02083,0.50408,30.24,7600.76825303936
2024-03,A1,-6.81249,109.93749,0.78029,30.59,12081.8719528753
2024-03,A2,-6.77083,109.93749,0.78029,30.505,12048.8615789123
2024-03,A3,-6.72916,109.93749,0.49387,30.33,11906.7435045926
2024-03,A4,-6.68749,109.93749,0.44033,30.425,11929.7756839475
2024-03,B1,-6.81249,109.97916,0.77771,30.445,12024.8921638418
2024-03,B2,-6.77083,109.97916,0.77771,30.46,12030.7175239529
2024-03,B3,-6.72916,109.97916,0.51617,30.255,11883.3902831693
2024-03,B4,-6.68749,109.97916,0.43912,30.37,11908.1027552852
2024-03,C1,-6.81249,110.02083,0.8362,30.535,12074.9876717484
2024-03,C2,-6.77083,110.02083,0.8362,30.51,12065.2787382299
2024-03,C3,-6.72916,110.02083,0.69665,30.305,11949.5353054444
2024-03,C4,-6.68749,110.02083,0.54469,30.335,11921.8428380006
2024-04,A1,-6.81249,109.93749,0.98213,31.8,9390.88528646713
2024-04,A2,-6.77083,109.93749,0.83428,31.57,9295.81348469027
2024-04,A3,-6.72916,109.93749,0.37872,31.445,9171.76585792629
2024-04,A4,-6.68749,109.93749,0.24457,31.45,9147.33480650083
2024-04,B1,-6.81249,109.97916,1.777,31.925,9580.38652601575
2024-04,B2,-6.77083,109.97916,1.18221,31.605,9373.05727404912
2024-04,B3,-6.72916,109.97916,0.52256,31.48,9209.64025695413
2024-04,B4,-6.68749,109.97916,0.26211,31.355,9123.22975963051
2024-04,C1,-6.81249,110.02083,1.88638,31.705,9537.82846391164
2024-04,C2,-6.77083,110.02083,1.11246,31.53,9337.90086566151
2024-04,C3,-6.72916,110.02083,0.60339,31.38,9196.29721844565
2024-04,C4,-6.68749,110.02083,0.29185,31.365,9131.86019974717
2024-05,A1,-6.81249,109.93749,0.93998,31.04,13760.3847051897
2024-05,A2,-6.77083,109.93749,0.77569,30.955,13675.8553505851
2024-05,A3,-6.72916,109.93749,0.68944,30.955,13650.8693783632
2024-05,A4,-6.68749,109.93749,0.60201,30.985,13638.5777284922
2024-05,B1,-6.81249,109.97916,1.01591,31.02,13773.6902785711
2024-05,B2,-6.77083,109.97916,0.79965,30.955,13682.7963812453
2024-05,B3,-6.72916,109.97916,0.70325,30.875,13620.106939056
2024-05,B4,-6.68749,109.97916,0.62732,30.925,13619.8375250946
2024-05,C1,-6.81249,110.02083,1.14062,31.01,13805.4724352375
2024-05,C2,-6.77083,110.02083,0.8176,30.945,13683.6509739184
2024-05,C3,-6.72916,110.02083,0.73239,30.895,13637.2393494584
2024-05,C4,-6.68749,110.02083,0.67348,30.905,13624.5189547886
2024-06,A1,-6.81249,109.93749,1.00037,30.445,9360.70965107463
2024-06,A2,-6.77083,109.93749,0.78403,30.445,9317.31585731645
2024-06,A3,-6.72916,109.93749,0.6974,30.495,9314.98309489892
2024-06,A4,-6.68749,109.93749,0.63069,30.51,9306.11538840891
2024-06,B1,-6.81249,109.97916,1.12267,30.485,9397.27565182398
2024-06,B2,-6.77083,109.97916,0.83485,30.52,9350.07482189344
2024-06,B3,-6.72916,109.97916,0.71562,30.49,9317.1333281849
2024-06,B4,-6.68749,109.97916,0.64528,30.485,9301.52006708599
2024-06,C1,-6.81249,110.02083,1.43025,30.44,9445.43124951957
2024-06,C2,-6.77083,110.02083,0.90264,30.525,9365.17660026107
2024-06,C3,-6.72916,110.02083,0.75322,30.405,9299.10105463927
2024-06,C4,-6.68749,110.02083,0.64853,30.475,9299.16323489288
2024-07,A1,-6.81249,109.93749,0.71807,30.205,7759.55996929228
2024-07,A2,-6.77083,109.93749,0.53022,30.125,7707.65880790424
2024-07,A3,-6.72916,109.93749,0.53831,30.11,7705.22939183926
2024-07,A4,-6.68749,109.93749,0.54341,30.12,7708.61809849478
2024-07,B1,-6.81249,109.97916,0.83352,30.08,7747.41288896742
2024-07,B2,-6.77083,109.97916,0.6096,30.085,7710.92612805269
2024-07,B3,-6.72916,109.97916,0.57868,30.08,7704.4488091619
2024-07,B4,-6.68749,109.97916,0.56815,30.11,7710.26018818755
2024-07,C1,-6.81249,110.02083,0.8398,30.015,7732.033892892
2024-07,C2,-6.77083,110.02083,0.73712,30.11,7738.74724110208
2024-07,C3,-6.72916,110.02083,0.66695,30.145,7735.7682139079
2024-07,C4,-6.68749,110.02083,0.60282,30.19,7736.33637019791
2024-08,A1,-6.81249,109.93749,0.32259,29.645,6671.48149060787
2024-08,A2,-6.77083,109.93749,0.26274,29.665,6667.03533471726
2024-08,A3,-6.72916,109.93749,0.23207,29.705,6671.40403663591
2024-08,A4,-6.68749,109.93749,0.2203,29.68,6664.06527279234
2024-08,B1,-6.81249,109.97916,0.31987,29.635,6668.84209756326
2024-08,B2,-6.77083,109.97916,0.25692,29.675,6668.40269522231
2024-08,B3,-6.72916,109.97916,0.23198,29.69,6668.03925735386
2024-08,B4,-6.68749,109.97916,0.22285,29.655,6658.85947217669
2024-08,C1,-6.81249,110.02083,0.33034,29.58,6658.11323294681
2024-08,C2,-6.77083,110.02083,0.25392,29.66,6664.60447159716
2024-08,C3,-6.72916,110.02083,0.23317,29.68,6665.98225859844
2024-08,C4,-6.68749,110.02083,0.21901,29.65,6657.1703797881
2024-09,A1,-6.81249,109.93749,0.35373,29.945,78.3267785598265
2024-09,A2,-6.77083,109.93749,0.19996,29.94,78.0477545620614
2024-09,A3,-6.72916,109.93749,0.17465,29.945,78.0169402915822
2024-09,A4,-6.68749,109.93749,0.17354,29.94,78.0020435555447
2024-09,B1,-6.81249,109.97916,0.30529,30845,80051.0200274877
2024-09,B2,-6.77083,109.97916,0.18955,30.9,80.5211836993158
2024-09,B3,-6.72916,109.97916,0.1807,29.845,77.7678827825706
2024-09,B4,-6.68749,109.97916,0.18383,29.865,77.8252032082292
2024-09,C1,-6.81249,110.02083,0.2635,29.845,77.9111405925474
2024-09,C2,-6.77083,110.02083,0.19611,29.79,77.6518058928202
2024-09,C3,-6.72916,110.02083,0.20666,29.86,77.8517266650764
2024-09,C4,-6.68749,110.02083,0.1981,29.945,78.057512702741
2024-10,A1,-6.81249,109.93749,0.42034,30.905,15433.3236208557
2024-10,A2,-6.77083,109.93749,0.30951,30.845,15367.0641616165
2024-10,A3,-6.72916,109.93749,0.25649,30.895,15374.3159811359
2024-10,A4,-6.68749,109.93749,0.22565,31.11,15470.5428092079
2024-10,B1,-6.81249,109.97916,0.34875,30.935,15424.5508328202
2024-10,B2,-6.77083,109.97916,0.29773,30.91,15395.3455978859
2024-10,B3,-6.72916,109.97916,0.26515,30.91,15384.5965405637
2024-10,B4,-6.68749,109.97916,0.23549,31.005,15421.8256267587
2024-10,C1,-6.81249,110.02083,0.33632,30.89,15398.1796802185
2024-10,C2,-6.77083,110.02083,0.29079,30.925,15400.4792790379
2024-10,C3,-6.72916,110.02083,0.27259,30.98,15421.6936555209
2024-10,C4,-6.68749,110.02083,0.24952,30.98,15414.0822143784
2024-11,A1,-6.81249,109.93749,0.35686,31.545,21063.1163029315
2024-11,A2,-6.77083,109.93749,0.22356,31.415,20918.0693409533
2024-11,A3,-6.72916,109.93749,0.19768,30.525,20316.8158849167
2024-11,A4,-6.68749,109.93749,0.18305,30.995,20621.8298085867
2024-11,B1,-6.81249,109.97916,0.5933,31.615,21213.9686778868
2024-11,B2,-6.77083,109.97916,0.2795,31.4,20932.8435426242
2024-11,B3,-6.72916,109.97916,0.19048,30.705,20432.9241444594
2024-11,B4,-6.68749,109.97916,0.1693,31.43,20904.037383864
2024-11,C1,-6.81249,110.02083,0.64128,31.63,21245.1076053318
2024-11,C2,-6.77083,110.02083,0.29188,31.54,21031.0937509846
2024-11,C3,-6.72916,110.02083,0.20857,31.425,20918.0737590758
2024-11,C4,-6.68749,110.02083,0.17451,31.57,20999.1197983852
2024-12,A1,-6.81249,109.93749,0.026,28.48,9173.78955402399
2024-12,A2,-6.77083,109.93749,0.026,28.61,9215.63882560577
2024-12,A3,-6.72916,109.93749,0.026,29.1,9373.3783877217
2024-12,A4,-6.68749,109.93749,0.026,29.54,9515.02207615234
2024-12,B1,-6.81249,109.97916,0.026,28.32,9122.28275823104
2024-12,B2,-6.77083,109.97916,0.026,29.05,9357.2825140364
2024-12,B3,-6.72916,109.97916,0.026,29.185,9400.74137298671
2024-12,B4,-6.68749,109.97916,0.026,29.515,9506.97413930969
2024-12,C1,-6.81249,110.02083,0.026,28.23,9093.3101855975
2024-12,C2,-6.77083,110.02083,0.026,28.23,9093.3101855975
2024-12,C3,-6.72916,110.02083,0.026,29.98,9656.66576458297
2024-12,C4,-6.68749,110.02083,0.026,29.635,9545.6042361544
